"","titulo","link","desc","data","categoria_principal"
"1","35% dos brasileiros não pagam as contas em dia – veja 10 orientações para adequar o orçamento","http://www.dsop.com.br/ultimas-noticias/2018/09/pesquisa-orcamento/","De acordo com pesquisa divulgada nesta quinta-feira (6) pela Confederação Nacional dos Dirigentes Lojistas (CNDL) e pelo Serviço de Proteção ao Crédito (SPC), 35% dos brasileiros afirmam que a renda  é insuficiente para pagar as contas em dia. Além disso, 46% disseram que não falta, mas também não sobra dinheiro com a renda que possuem… Leia mais","2018-09-06T12:49:49+00:00","brasileiro, conta, dia, renda"
"2","Dólar nas alturas: viagem de fim de ano em risco?","http://www.dsop.com.br/para-voce/noticias/2018/08/dolar-viagem/",NA,"2018-08-29T13:51:37+00:00","altura, ano, dolar, fim, risco, viagem, noticia, voce"
"3","Dia dos Pais: confira 10 orientações para fugir do endividamento","http://www.dsop.com.br/para-voce/noticias/2018/08/dia-dos-pais-dividas/","No domingo (12) se comemora o Dia dos Pais e, para demonstrar o amor, carinho e gratidão, muitas pessoas acabam presenteando a qualquer custo, mesmo sem ter dinheiro, correndo o risco de desequilibrar suas finanças por conta dessa data comemorativa. Segundo o PhD. em Educação Financeira Reinaldo Domingos, é necessário tomar muito cuidado na hora… Leia mais","2018-08-07T14:17:28+00:00","dia, pai, domingo"
"4","Educador Financeiro da DSOP realiza sua 500ª palestra","http://www.dsop.com.br/para-voce/noticias/2018/08/educador-financeiro-palestra-500/","Em continuidade às comemorações de 10 anos, a DSOP Educação Financeira celebra no sábado, 4 de agosto, mais uma marca importante na sua história: a palestra de número 500 do primeiro educador financeiro formado pela DSOP, Edward Cláudio Jr. Edward Claudio Jr. com Reinaldo Domingos durante comemoração dos 10 anos da DSOP A palestra será gratuita e acontecerá… Leia mais","2018-08-03T14:21:11+00:00","dsop"
"5","Crédito consignado: veja como não ter problemas com esta modalidade","http://www.dsop.com.br/para-voce/noticias/2018/08/credito-consignado-armadilhas/","Segundo últimos dados divulgados pelo Banco Central, o volume de empréstimos consignados subiu R$ 4 bilhões nos primeiros cinco meses deste ano, para R$ 30,2 bilhões. Em comparação ao mesmo período do ano passado, houve um aumento de 16%. O chamado crédito consignado, para aposentados e pensionistas do INSS, é uma modalidade muito comum, sendo… Leia mais","2018-08-02T09:55:27+00:00","consignado"
"6","Brasileiros usam 10% da renda com juros – veja como fugir dessa armadilha","http://www.dsop.com.br/ultimas-noticias/2018/07/renda-juros/","De acordo com uma recente pesquisa divulgada pela Federação do Comércio de Bens, Serviços e Turismo do Estado de São Paulo (Fecomercio), em 2017 as famílias brasileiras gastaram R$ 354,6 bilhões com o pagamento de juros. Esse número corresponde a 10% da renda anual, superando os gastos com vestuário, educação e energia elétrica, por exemplo.… Leia mais","2018-07-26T11:37:29+00:00","juro, renda"
"7","Gastou demais na viagem de férias? Veja como colocar as contas em dia","http://www.dsop.com.br/para-voce/noticias/2018/07/viagem-de-ferias/","As férias já estão acabando e muitas pessoas se deixaram levar pela euforia gastando mais do que podiam naquela tão sonhada viagem. Um descuido com o cartão de crédito, principalmente nas viagens internacionais, pode causar um grande desequilíbrio financeiro e dor de cabeça na volta para casa. Quem não fez um planejamento financeiro agora se pergunta:… Leia mais","2018-07-24T13:38:05+00:00","feria, viagem, financeiro"
"8","Livre-se das dívidas: veja orientações para sair do vermelho","http://www.dsop.com.br/para-voce/noticias/2018/07/dividas-orientacoes/","Dívidas são das maiores preocupações dos brasileiros atualmente. O número de inadimplentes já passa dos 60 milhões em todo o país e contratar um empréstimo, mesmo estando negativado, muitas vezes é a opção encontrada para sair dessa situação. Segundo os últimos dados divulgados pelo Serviço de Proteção ao Crédito (SPC Brasil), 43,5% dos brasileiros que pegaram dinheiro emprestado mesmo… Leia mais","2018-07-11T14:28:54+00:00","divida, sair, brasileiro"
"9","DSOP celebra os 10 anos do Curso de Educador Financeiro","http://www.dsop.com.br/para-voce/noticias/2018/07/dsop-10-anos-educador-financeiro/",NA,"2018-07-05T17:41:02+00:00","ano, celebra, curso, dsop, educador, financeiro, noticia, voce"
"10","DSOP 10 anos: uma década transformando vidas e realizando sonhos!","http://www.dsop.com.br/para-voce/noticias/2018/07/dsop-10-anos/","Este mês é histórico: a DSOP Educação Financeira completou, no dia 1º de julho, 10 anos de história! São 10 anos proporcionando à população brasileira a possibilidade de realizar todos os seus sonhos, de maneira sustentável financeiramente. “Sempre tive esse desejo de ajudar as pessoas a lidarem melhor com o dinheiro, já que os problemas… Leia mais","2018-07-02T14:55:13+00:00","ano"
"11","Cheque especial: as mudanças são positivas?","http://www.dsop.com.br/para-voce/noticias/2018/06/cheque-especial-mudancas/","A partir do dia 1º de Julho, as novas regras para o cheque especial entram em vigor e assim os bancos terão de oferecer aos clientes que entrarem nessa linha de crédito uma opção de parcelamento com taxa de juro mais barata do que as exorbitantes cobradas normalmente. Mesmo com um leve recuo no mês… Leia mais","2018-06-29T14:30:41+00:00","chequ, especi"
"12","Educação financeira durante as férias: como começar?","http://www.dsop.com.br/para-voce/noticias/2018/06/educacao-financeira-ferias/","As férias escolares podem ser uma ótima oportunidade para inserir a educação financeira na vida das crianças. Neste período, o desejo de consumir começa a aumentar e ficar mais presente no cotidiano da população, principalmente dos pequenos. Um grande número de produtos e passeios estimulam o desejo deles e são expostos o tempo todo na… Leia mais","2018-06-26T16:02:43+00:00","educacao, feria, financeira, desejo"
"13","DÍVIDA CADUCA? Assista o vídeo e veja que não é tão simples!","http://www.dsop.com.br/para-voce/noticias/2018/06/divida-caduca/","Uma das principais dúvidas e que gera bastante debate é: a dívida caduca? Em quanto tempo? O que é necessário fazer? De fato, a dívida prescreve em 5 anos. Porém, isso não significa que todas as dívidas serão perdoadas, muito menos que tudo voltará ao normal no que se refere ao seu crédito. O doutor… Leia mais","2018-06-25T10:29:28+00:00","divida"
"14","PIS/Pasep: por que é importante resgatar este direito?","http://www.dsop.com.br/para-voce/noticias/2018/06/pis-pasep-importante-resgatar/","O prazo para sacar o Abono Salarial PIS/Pasep calendário 2017/2018, ano base 2016, termina no dia 29 de junho e mais de 2,2 milhões de pessoas ainda não resgataram o recurso. A quantia disponível chega a R$ 1,6 bilhão, segundo o Ministério do Trabalho. “Não buscar esse direito é sinal da falta de educação financeira… Leia mais","2018-06-22T14:42:06+00:00","direito, pispasep"
"15","1º lote de restituição do Imposto de Renda – o que fazer com o dinheiro?","http://www.dsop.com.br/para-voce/noticias/2018/06/restituicao-imposto-de-renda-2018/","Na última sexta-feira (15/06) a Receita Federal liberou o crédito referente ao primeiro lote de restituições do Imposto de Renda de Pessoas Físicas (IRPF) 2018. Ao todo, serão R$ 4,72 bilhões transferidos a 2.463.665 contribuintes. Para quem é um beneficiado a pergunta é: o que fazer com esse dinheiro? Por ser um ganho extra, é… Leia mais","2018-06-18T17:43:17+00:00","dinheiro, fazer, imposto, lote, renda"
"16","1ª Semana de Educação Financeira busca auxiliar mais de 1 milhão de endividados no ES","http://www.dsop.com.br/para-voce/noticias/2018/06/semana-de-educacao-financeira-es/","Os índices de inadimplência no Espírito Santo atingiram níveis históricos em abril, com mais de 1,2 milhões de pessoas endividadas, o que representa cerca de 2% dos endividados brasileiros, segundo dados divulgados pela Serasa Experian. Diante desse cenário preocupante, acontecerá a 1ª Semana de Educação Financeira do Espírito Santo, entre os dias 20 e 23… Leia mais","2018-06-14T15:02:43+00:00","educacao, endividado, financeira, semana, espirito, santo"
"17","VÍDEO: Cartão clonado – o que fazer e como evitar?","http://www.dsop.com.br/para-voce/noticias/2018/06/cartao-clonado-como-evitar/","Infelizmente é comum pessoas terem o cartão clonado ou os dados roubados. Assim, todo cuidado é pouco para não perder dinheiro. Em seu mais novo vídeo do canal Dinheiro à Vista, o PhD. em Educação Financeira Reinaldo Domingos passa orientações sobre o tema. Confira o vídeo abaixo:","2018-06-13T15:11:26+00:00","video"
"18","Dia dos Namorados: como comemorar sem se endividar?","http://www.dsop.com.br/para-voce/noticias/2018/06/dia-dos-namorados-endividar/","Hoje, dia 12 de junho, é Dia dos Namorados, mas como comemorar e demonstrar sentimentos com um orçamento apertado? De acordo com o presidente da DSOP e PhD. em Educação Financeira, Reinaldo Domingos, é possível agradar sem comprometer as finanças. “É um engano pensar que o presente deve representar o sentimento; o amor é imensurável.… Leia mais","2018-06-12T12:56:59+00:00","dia"
"19","Abefin chega a Macapá (AP) e promete revolucionar o Estado com Educação Financeira","http://www.dsop.com.br/para-voce/noticias/2018/06/abefin-macapa/","O presidente da Associação Brasileira dos Educadores Financeiros (Abefin), Reinaldo Domingos, esteve em Macapá (AP), onde lançou na última sexta-feira (08/06) a Abefin na capital amapaense. Reinaldo Domingos e a vice-presidente da Abefin Macapá, Andrea Saraiva Segundo Domingos, este momento é bastante especial para o Estado. “Não só Macapá, mas todo o Estado do Amapá… Leia mais","2018-06-08T11:25:45+00:00","abefin, macapa"
"20","Alta do dólar: o impacto no bolso dos brasileiros","http://www.dsop.com.br/para-voce/noticias/2018/06/alta-do-dolar-impacto/","O dólar continua oscilando e segue em níveis elevados. Nesta quarta-feira, a cotação abriu em alta e chegou a atingir os R$ 3,83. Diante desse cenário, qualquer previsão a ser feita para os próximos meses, até o período das eleições, será uma mera especulação, isso porque atravessamos uma crise financeira, política e, mais recentemente, uma… Leia mais","2018-06-06T18:15:54+00:00","alta, dolar"
"21","Crise dos combustíveis: confira orientações para economizar","http://www.dsop.com.br/para-voce/noticias/2018/05/crise-dos-combustiveis-economizar/","A crise dos combustíveis vem ocasionando um verdadeiro caos: o Brasil amanheceu na última quinta-feira (24) com uma verdadeira corrida aos postos de gasolina. A greve dos caminhoneiros vem ocasionando o medo de desabastecimento. Acontece que muitos proprietários desses estabelecimentos estão aproveitando para elevar o preço desse produto que para muitos é imprescindível. Existem casos que… Leia mais","2018-05-28T10:08:57+00:00","combustivei, crise, dess, muito, ocasionando, vem"
"22","REALIZAR os SONHOS – Você PODE!!!","http://www.dsop.com.br/para-voce/noticias/2018/05/realizar-os-sonhos/","Sempre que falamos sobre sonhos parece que são objetivos inalcançáveis, abstratos. Mas esse pensamento precisa mudar. Afinal, são eles que nos movem e nos motivam, certo? Em seu mais novo vídeo do canal Dinheiro à Vista, o presidente da DSOP e PhD. em Educação Financeira Reinaldo Domingos fala sobre a importância de sonhar, com o objetivo… Leia mais","2018-05-24T10:53:33+00:00","sonho, voce, objetivo, sao, sobr"
"23","Educação Financeira – Veja seis pontos para pensar antes de uma compra","http://www.dsop.com.br/para-voce/noticias/2018/05/educacao-financeira-compra/","Antes de fazer qualquer compra é importante considerar possibilidades, como pedir emprestado à um familiar ou vizinho, trocar algo que usa pouco pelo que deseja no momento e, também, restaurar o que já tem em casa. “O hábito de comprar sem antes pensar em alternativas prejudica o equilíbrio financeiro das famílias brasileiras. Muito pode ser… Leia mais","2018-05-21T14:33:44+00:00","ant"
"24","Dia das Mães – confira oito orientações para comprar presentes sem crise","http://www.dsop.com.br/para-voce/noticias/2018/05/dia-das-maes-orientacoes-compras/","O Dia das Mães, que nesse ano será comemorado em 13 de maio, sempre é sinônimo de compras, contudo, em função de dificuldades financeiras os consumidores estão muito mais cautelosos, o que tem seu lado positivo, uma vez que o histórico das datas comemorativas é de endividamento por parte da população. É normal que os… Leia mais","2018-05-03T10:41:55+00:00","dia, mae"
"25","Nova mudanças no pagamento do cartão de crédito: veja orientações para o consumidor","http://www.dsop.com.br/para-voce/noticias/2018/04/mudancas-pagamento-cartao-de-credito/","O Conselho Monetário Nacional (CMN) anunciou recentemente novas regras para o uso do rotativo do cartão de crédito que deverão entrar em vigor em 1º de julho. Entre as mudanças o destaque está para a limitação dos juros em atrasos e parcelamentos das contas no cartão que deverão seguir as existentes no contrato de crédito… Leia mais","2018-04-30T12:07:56+00:00","cartao, credito"
"26","Bancos já oferecem antecipação da restituição de IR: vale a pena?","http://www.dsop.com.br/para-voce/noticias/2018/04/antecipacao-da-restituicao-ir/","Já está chegando ao fim o período de entrega da Declaração de Imposto de Renda Pessoa Física e se observa muitas instituições financeiras oferecendo os serviços de antecipação da restituição devida pelo governo aos contribuintes. Mas diante a uma necessidade financeira, será que realmente é correto e vale a pena antecipar? “Ao utilizar essa linha… Leia mais","2018-04-23T10:29:23+00:00","antecipacao, pena, restituicao, vale, financeira"
"27","Cartão de crédito: confira 5 formas de obter vantagens com esta ferramenta","http://www.dsop.com.br/para-voce/noticias/2018/04/cartao-de-credito-vantagens/","A taxa de juros do rotativo do cartão de crédito para quem paga o valor mínimo da fatura em dia continua absurda, estando acima dos 200%. Isso faz com que essa ferramenta seja considerada por muitos um vilão. Contudo, isso não é uma verdade, havendo casos que o cartão de crédito pode ser um aliado… Leia mais","2018-04-05T12:32:19+00:00","cartao, credito"
"28","Venda de veículos cresce 19,55% nos primeiro meses de 2018 – Hora de comprar?","http://www.dsop.com.br/para-voce/noticias/2018/04/venda-de-veiculos-cresce/","A venda de veículos em fevereiro deste ano cresceu 15,67% , na comparação com o mesmo mês do ano passado, segundo dados da Federação Nacional da Distribuição de Veículos Automotores (Fenabrave). Foram vendidos 156,9 mil unidades no mês passado, somando automóveis, comerciais leves, ônibus e caminhões. No total desses primeiros dos meses de 2018 o… Leia mais","2018-04-02T13:10:06+00:00","veiculo"
"29","Taxa Selic em 6,5%: o que muda para o consumidor?","http://www.dsop.com.br/imprensa/releases/2018/03/taxa-selic-consumidor/","O Comitê de Política Monetária (Copom) do Banco Central anunciou na quarta-feira, 21 de março, o corte da Selic de 6,75% para 6,5% ano. Para população pode se dizer que a mudança gera impactos positivos e negativos. De um lado há a possibilidade de rever juros de financiamentos e de outro isso pode representar a… Leia mais","2018-03-23T11:54:40+00:00","selic, pode"
"30","Imposto de Renda – declaração de veículo tem novidades, saiba o que fazer!","http://www.dsop.com.br/para-voce/noticias/2018/03/imposto-de-renda-declaracao-veiculo/","Quem é obrigado a declarar imposto de renda pessoa física e possui veículos motorizados deve ficar atento para não esquecer de informar estes valores. Para não ter problema com estes dados, basta acessar a ficha “Bens e Direitos” do formulário e escolher o código “21 – Veículo automotor terrestre”. No campo “Discriminação”, o contribuinte deverá… Leia mais","2018-03-16T11:06:05+00:00","veiculo"
"31","Dia do Consumidor: aprenda 10 formas de pedir descontos em suas compras","http://www.dsop.com.br/para-voce/noticias/2018/03/dia-do-consumidor-descontos/","No dia 15 de março é comemorado no mundo todo o Dia do Consumidor, momento de reflexão de nosso papel na luta de conquistar as melhores condições de compras. E um dos caminhos para isso é aprender a pedir descontos, ou em termo popular, “pechinchar”. “Hoje observo que grande parte dos brasileiros ainda apresentam vergonha… Leia mais","2018-03-15T09:04:45+00:00","dia"
"32","Maioria da população tem dívidas no cartão de crédito – veja como agir!","http://www.dsop.com.br/para-voce/noticias/2018/03/dividas-cartao-de-credito/","Segundo dados de uma pesquisa da Confederação Nacional do Comércio de Bens, Serviços e Turismo (CNC), no mês de fevereiro 77% das famílias endividadas disseram que possuem contas para pagar no cartão de crédito. Os números são assustadores e, por isso, a pergunta que fica é: o cartão de crédito é mesmo o vilão das… Leia mais","2018-03-12T08:45:41+00:00","cartao, credito"
"33","Desemprego atinge 12% da população: veja 10 passos para organizar as finanças","http://www.dsop.com.br/para-voce/noticias/2018/03/desemprego-organizar-financas/","Com 12,7 milhões de brasileiros em condição de desemprego, número equivalente a 12% da população (dados do IBGE), é imprescindível falar sobre como agir frente a essa situação. Se para quem está empregado existe o medo, para quem perde o emprego a situação é praticamente de desespero. O PhD em Educação Financeira Reinaldo Domingos, do… Leia mais","2018-03-02T10:32:54+00:00","desemprego, populacao, situacao"
"34","Imposto de Renda 2018 – veja quem é obrigado a entregar","http://www.dsop.com.br/para-voce/noticias/2018/02/imposto-de-renda-2018/","A Receita Federal deve disponibilizar no dia 23 de fevereiro para download o programa gerador do Imposto de Renda 2018, referente ao ano-base 2017. Com isso os contribuintes já poderá preencher suas declarações. Neste ano, o prazo de entrega começa no dia 2 de março e vai até o final do mês de abril. Para… Leia mais","2018-02-21T16:23:50+00:00","imposto, renda, dia"
"35","Ressaca financeira: 5 dicas para sair das dívidas após o Carnaval","http://www.dsop.com.br/para-voce/noticias/2018/02/ressaca-financeira-carnaval/","Quando uma festa acaba, fica a bagunça. Assim também é na vida financeira; o Carnaval terminou e, agora, muitas pessoas percebem a faxina financeira que deverão fazer para colocar as finanças em ordem. É chamada ressaca financeira. Isso é reflexo da falta de educação financeira da população como um todo, que, ao invés de se… Leia mais","2018-02-16T15:43:09+00:00","financeira"
"36","Sete erros que os pais cometem na hora de dar mesada","http://www.dsop.com.br/para-voce/noticias/2018/02/erros-mesada/","A mesada é uma ótima ferramenta para inserir as crianças e jovens no universo financeiro. No entanto, há alguns erros cometidos pelos pais/responsáveis nessa hora que podem fazer com que tenha o efeito contrário, dando maus exemplos à nova geração. “Se bem aplicada, ao invés de ser um incentivo ao consumo, se torna um meio… Leia mais","2018-02-15T17:46:34+00:00","erro, hora, mesada"
"37","Pagar na última hora pode gerar prejuízos e antecipar lucros","http://www.dsop.com.br/para-voce/noticias/2018/01/pagar-ultima-hora-prejuizos/","Deixar tudo para última hora é sinônimo de jogar dinheiro fora e isso pode gerar prejuízos. É o que aponta o doutor em Educação Financeira Reinaldo Domingos, em seu canal do Youtube Dinheiro à Vista. Domingos afirma que antes de realizar uma compra é necessário se planejar. Assim é mais fácil de evitar endividamento. “É importante… Leia mais","2018-01-23T12:04:24+00:00","gerar, hora, pode, prejuizo, ultima, dinheiro, domingo"
"38","Parar de fumar pode render R$ 1 milhão em 30 anos","http://www.dsop.com.br/para-voce/noticias/2018/01/parar-de-fumar-render/","O consumo de cigarro vem caindo gradativamente nos últimos anos, mas o número de pessoas que possui esse vício no Brasil ainda é grande. Além de gerar problemas para a saúde física, o fumante também é prejudicado em outra saúde, a financeira. Se parar de fumar um maço de cigarro por dia, economizar e investir… Leia mais","2018-01-15T12:00:41+00:00","ano, fumar, parar, cigarro, saud"
"39","Hora de comprar o material escolar? Confira 8 orientações para economizar","http://www.dsop.com.br/para-voce/noticias/2018/01/comprar-material-escolar-economizar/","Os preços de material escolar varia muito entre lojas, inclusive online, por isso é importante pesquisar e planejar as compras para economizar sem ter que abrir mão da qualidade nos estudos das crianças. Para quem tem filhos, esse é um dos maiores gastos do início do ano e devido à falta de educação financeira, diversas… Leia mais","2018-01-12T15:27:02+00:00","economizar, escolar, materi"
"40","IPVA e IPTU: como se preparar para estas contas de início de ano?","http://www.dsop.com.br/para-voce/noticias/2017/12/ipva-e-iptu-como-se-preparar/","Terminar o ano bem, financeiramente falando, já é meio caminho andado para iniciar o ano bem, até porque, logo nos primeiros meses, temos gastos com matrícula e material escolar, algumas parcelas das compras de fim de ano e aquelas fixas, como IPVA e IPTU. – Baixe já e eBook gratuito Fique no Azul em 2018… Leia mais","2017-12-22T07:24:56+00:00","ano"
"41","Veja 8 dicas sobre como economizar nas compras de Natal de última hora","http://www.dsop.com.br/para-voce/noticias/2017/12/como-economizar-compras-ultima-hora/","Cair no descontrole financeiro no final do ano é um risco iminente, por isso é importante orientar e mostrar como economizar a quem está no limite do orçamento, fazendo compras de última hora para a ceia de Natal, confraternizações e troca de presentes. A chegada da segunda parcela do 13º salário – que tem data… Leia mais","2017-12-20T12:10:38+00:00","compra, economizar, hora, natal, ultima"
"42","VÍDEO: Fuja da loucura! Aprenda a comprar presentes de Natal!","http://www.dsop.com.br/para-voce/videos-para-voce/2017/12/comprar-presentes-de-natal/",NA,"2017-12-18T15:04:34+00:00","aprenda, comprar, fuja, loucura, natal, present, video, noticia, voce"
"43","VÍDEO: Cofrinhos tiram de circulação R$ 1,5 bilhão em moedas, diz BC","http://www.dsop.com.br/para-voce/videos-para-voce/2017/12/cofrinhos-circulacao-moedas/","Quase R$ 1,5 bilhão em moedas estão fora de circulação, de acordo com o Banco Central. Atualmente temos pouco mais de 25 bilhões de moedas em circulação, o que corresponde a R$ 6,4 bilhões. O BC estima que 35% desse monte de moedas está perdido ou guardado demais, como em cofrinhos. O presidente da DSOP… Leia mais","2017-12-13T11:25:33+00:00","moeda"
"44","8 pontos fundamentais para se tornar empreendedor em 2018","http://www.dsop.com.br/para-voce/noticias/2017/11/pontos-fundamentais-empreendedor/","Quer ter um negócio próprio e se tornar um empreendedor? A abrir uma empresa é uma decisão de grande responsabilidade, sendo necessários diversos processos, que necessitam de atenção, principalmente, nos detalhes mais técnicos. Alguns pontos de destaque são elaboração do contrato social, a escolha do tipo de tributação da empresa, a escolha do imóvel, obtenção… Leia mais","2017-11-28T11:04:56+00:00","empreendedor, ponto, tornar, empresa, escolha"
"45","Vai casar em 2018? Veja como juntar dinheiro e realizar este sonho!","http://www.dsop.com.br/para-voce/noticias/2017/11/casar-juntar-dinheiro/","Casar é bom, mas custa caro. Segundo Reinaldo Domingos, PhD em Educação Financeira, é importante que o casal faça um bom orçamento, converse sobre as finanças e poupe para dar início a vida a dois sem dívidas. “Diálogo e planejamento são as palavras-chave. Não há uma ‘fórmula perfeita’ para casar sem dívidas, pois cada casal… Leia mais","2017-11-13T16:02:28+00:00","casar"
"46","CBN: canal Dinheiro à Vista ensina como administrar as finanças em tempos de crise","http://www.dsop.com.br/para-voce/noticias/2017/10/dinheiro-vista-administrar-as-financas/","O presidente da DSOP e doutor em Educação Financeira, Reinaldo Domingos, concedeu entrevista para o programa CBN Madrugada, da rádio CBN. Na ocasião, Domingos tratou sobre seu canal no Youtube, Dinheiro à Vista, no qual aborda temas relacionados à educação financeira. Segundo o especialista, o principal erro está em nem sequer colocar os sonhos na… Leia mais","2017-10-17T10:09:23+00:00","cbn"
